"gtdb_rel207_bac120.bin"	"gtdb_rel207_bac120.uniqueSCGs"	"gtdb_rel207_bac120.multipleSCGs"	"gtdb_rel207_bac120.sumSCGs"	"gtdb_rel207_bac120.Completeness"	"gtdb_rel207_bac120.additionalSCGs"	"gtdb_rel207_bac120.Contamination"	"gtdb_rel207_bac120.score"
"MAGScoT_2_17"	109	3	112	0.908333333333333	0	0.0137614678899083	0.894571865443425
"MAGScoT_2_18"	112	3	115	0.933333333333333	0	0.0133928571428571	0.919940476190476
"MAGScoT_2_19"	118	0	118	0.983333333333333	0	0	0.983333333333333
"MAGScoT_2_2"	115	1	116	0.958333333333333	0	0.00434782608695652	0.953985507246377
"MAGScoT_2_20"	118	0	118	0.983333333333333	0	0	0.983333333333333
"MAGScoT_2_21"	107	3	110	0.891666666666667	0	0.014018691588785	0.877647975077882
"MAGScoT_2_22"	110	3	113	0.916666666666667	0	0.0136363636363636	0.903030303030303
"MAGScoT_2_23"	109	27	138	0.908333333333333	2	0.132186544342508	0.776146788990826
"MAGScoT_2_24"	118	2	120	0.983333333333333	0	0.00847457627118644	0.974858757062147
"MAGScoT_2_25"	109	27	138	0.908333333333333	2	0.132186544342508	0.776146788990826
"MAGScoT_2_26"	117	2	119	0.975	0	0.00854700854700855	0.966452991452991
"MAGScoT_2_27"	118	1	119	0.983333333333333	0	0.00423728813559322	0.97909604519774
"MAGScoT_2_28"	118	0	118	0.983333333333333	0	0	0.983333333333333
"MAGScoT_2_29"	118	1	119	0.983333333333333	0	0.00423728813559322	0.97909604519774
"MAGScoT_2_3"	115	1	116	0.958333333333333	0	0.00434782608695652	0.953985507246377
"MAGScoT_2_30"	118	0	118	0.983333333333333	0	0	0.983333333333333
"MAGScoT_2_31"	119	32	156	0.991666666666667	5	0.155287114845938	0.836379551820728
"MAGScoT_2_32"	113	0	113	0.941666666666667	0	0	0.941666666666667
"MAGScoT_2_33"	118	0	118	0.983333333333333	0	0	0.983333333333333
"MAGScoT_2_34"	109	37	158	0.908333333333333	12	0.219724770642202	0.688608562691131
"MAGScoT_2_35"	102	95	365	0.85	168	1.1656862745098	-0.315686274509804
"MAGScoT_2_36"	119	11	131	0.991666666666667	1	0.0503851540616247	0.941281512605042
"MAGScoT_2_37"	119	15	135	0.991666666666667	1	0.0671918767507003	0.924474789915966
"MAGScoT_2_38"	119	15	135	0.991666666666667	1	0.0671918767507003	0.924474789915966
"MAGScoT_2_39"	119	11	131	0.991666666666667	1	0.0503851540616247	0.941281512605042
"MAGScoT_2_4"	115	1	116	0.958333333333333	0	0.00434782608695652	0.953985507246377
"MAGScoT_2_40"	115	7	122	0.958333333333333	0	0.0304347826086957	0.927898550724638
"MAGScoT_2_41"	115	1	116	0.958333333333333	0	0.00434782608695652	0.953985507246377
"MAGScoT_2_42"	115	7	122	0.958333333333333	0	0.0304347826086957	0.927898550724638
"MAGScoT_2_43"	115	1	116	0.958333333333333	0	0.00434782608695652	0.953985507246377
"MAGScoT_2_44"	102	95	365	0.85	168	1.1656862745098	-0.315686274509804
"MAGScoT_2_45"	110	3	113	0.916666666666667	0	0.0136363636363636	0.903030303030303
"MAGScoT_2_46"	107	3	110	0.891666666666667	0	0.014018691588785	0.877647975077882
"MAGScoT_2_47"	95	23	122	0.791666666666667	4	0.137719298245614	0.653947368421053
"MAGScoT_2_48"	107	3	110	0.891666666666667	0	0.014018691588785	0.877647975077882
"MAGScoT_2_49"	113	0	113	0.941666666666667	0	0	0.941666666666667
"MAGScoT_2_5"	117	2	119	0.975	0	0.00854700854700855	0.966452991452991
"MAGScoT_2_50"	118	0	118	0.983333333333333	0	0	0.983333333333333
"MAGScoT_2_51"	95	23	122	0.791666666666667	4	0.137719298245614	0.653947368421053
"MAGScoT_2_52"	110	3	113	0.916666666666667	0	0.0136363636363636	0.903030303030303
"MAGScoT_2_53"	113	43	168	0.941666666666667	12	0.240265486725664	0.701401179941003
"MAGScoT_2_54"	110	3	113	0.916666666666667	0	0.0136363636363636	0.903030303030303
"MAGScoT_2_55"	107	3	110	0.891666666666667	0	0.014018691588785	0.877647975077882
"MAGScoT_2_56"	95	23	122	0.791666666666667	4	0.137719298245614	0.653947368421053
"MAGScoT_2_57"	107	3	110	0.891666666666667	0	0.014018691588785	0.877647975077882
"MAGScoT_2_58"	95	23	122	0.791666666666667	4	0.137719298245614	0.653947368421053
"MAGScoT_2_59"	110	3	113	0.916666666666667	0	0.0136363636363636	0.903030303030303
"MAGScoT_2_6"	118	2	120	0.983333333333333	0	0.00847457627118644	0.974858757062147
"MAGScoT_2_60"	80	4	84	0.666666666666667	0	0.025	0.641666666666667
"MAGScoT_2_61"	80	4	84	0.666666666666667	0	0.025	0.641666666666667
"MAGScoT_2_62"	83	27	114	0.691666666666667	4	0.179317269076305	0.512349397590361
"MAGScoT_2_63"	80	4	84	0.666666666666667	0	0.025	0.641666666666667
"MAGScoT_2_64"	83	27	114	0.691666666666667	4	0.179317269076305	0.512349397590361
"MAGScoT_2_65"	80	4	84	0.666666666666667	0	0.025	0.641666666666667
"MAGScoT_2_66"	112	15	127	0.933333333333333	0	0.0669642857142857	0.866369047619048
"MAGScoT_2_67"	109	3	112	0.908333333333333	0	0.0137614678899083	0.894571865443425
"MAGScoT_2_68"	112	15	127	0.933333333333333	0	0.0669642857142857	0.866369047619048
"MAGScoT_2_69"	112	3	115	0.933333333333333	0	0.0133928571428571	0.919940476190476
"MAGScoT_2_7"	108	3	111	0.9	0	0.0138888888888889	0.886111111111111
"MAGScoT_2_70"	112	15	127	0.933333333333333	0	0.0669642857142857	0.866369047619048
"MAGScoT_2_71"	109	3	112	0.908333333333333	0	0.0137614678899083	0.894571865443425
"MAGScoT_2_72"	109	27	138	0.908333333333333	2	0.132186544342508	0.776146788990826
"MAGScoT_2_73"	108	3	111	0.9	0	0.0138888888888889	0.886111111111111
"MAGScoT_2_74"	95	23	122	0.791666666666667	4	0.137719298245614	0.653947368421053
"MAGScoT_2_75"	115	7	122	0.958333333333333	0	0.0304347826086957	0.927898550724638
"MAGScoT_2_76"	115	1	116	0.958333333333333	0	0.00434782608695652	0.953985507246377
"MAGScoT_2_77"	118	1	119	0.983333333333333	0	0.00423728813559322	0.97909604519774
"MAGScoT_2_78"	113	0	113	0.941666666666667	0	0	0.941666666666667
"MAGScoT_2_79"	83	27	114	0.691666666666667	4	0.179317269076305	0.512349397590361
"MAGScoT_2_8"	118	2	120	0.983333333333333	0	0.00847457627118644	0.974858757062147
"MAGScoT_2_80"	113	43	168	0.941666666666667	12	0.240265486725664	0.701401179941003
"MAGScoT_2_81"	111	1	112	0.925	0	0.0045045045045045	0.920495495495496
"MAGScoT_2_82"	113	43	168	0.941666666666667	12	0.240265486725664	0.701401179941003
"MAGScoT_2_83"	108	1	109	0.9	0	0.00462962962962963	0.89537037037037
"MAGScoT_2_84"	119	32	156	0.991666666666667	5	0.155287114845938	0.836379551820728
"MAGScoT_2_85"	119	7	128	0.991666666666667	2	0.0377450980392157	0.953921568627451
"MAGScoT_2_86"	119	32	156	0.991666666666667	5	0.155287114845938	0.836379551820728
"MAGScoT_2_87"	113	6	120	0.941666666666667	1	0.0307153392330383	0.910951327433628
"MAGScoT_2_88"	119	11	131	0.991666666666667	1	0.0503851540616247	0.941281512605042
"MAGScoT_2_89"	119	15	135	0.991666666666667	1	0.0671918767507003	0.924474789915966
"MAGScoT_2_9"	108	3	111	0.9	0	0.0138888888888889	0.886111111111111
"MAGScoT_2_90"	91	68	180	0.758333333333333	21	0.461126373626374	0.29720695970696
"MAGScoT_2_91"	102	95	365	0.85	168	1.1656862745098	-0.315686274509804
"MAGScoT_2_92"	115	1	116	0.958333333333333	0	0.00434782608695652	0.953985507246377
"MAGScoT_2_93"	115	1	116	0.958333333333333	0	0.00434782608695652	0.953985507246377
"example.maxbin2.001.fasta"	8	0	8	0.0666666666666667	0	0	0.0666666666666667
"example.maxbin2.002.fasta"	109	37	158	0.908333333333333	12	0.219724770642202	0.688608562691131
"example.maxbin2.003.fasta"	119	15	135	0.991666666666667	1	0.0671918767507003	0.924474789915966
"example.maxbin2.004.fasta"	118	1	119	0.983333333333333	0	0.00423728813559322	0.97909604519774
"example.maxbin2.005.fasta"	119	32	156	0.991666666666667	5	0.155287114845938	0.836379551820728
"example.maxbin2.006.fasta"	77	23	114	0.641666666666667	14	0.207683982683983	0.433982683982684
"example.maxbin2.007.fasta"	18	0	18	0.15	0	0	0.15
"example.maxbin2.008.fasta"	69	37	111	0.575	5	0.288949275362319	0.286050724637681
"example.maxbin2.009.fasta"	115	7	122	0.958333333333333	0	0.0304347826086957	0.927898550724638
"example.maxbin2.010.fasta"	99	55	158	0.825	4	0.294444444444444	0.530555555555555
"example.maxbin2.011.fasta"	17	0	17	0.141666666666667	0	0	0.141666666666667
"example.maxbin2.012.fasta"	109	27	138	0.908333333333333	2	0.132186544342508	0.776146788990826
"example.maxbin2.013.fasta"	83	27	114	0.691666666666667	4	0.179317269076305	0.512349397590361
"example.maxbin2.014.fasta"	113	43	168	0.941666666666667	12	0.240265486725664	0.701401179941003
"example.maxbin2.015.fasta"	112	15	127	0.933333333333333	0	0.0669642857142857	0.866369047619048
"example.maxbin2.016.fasta"	95	23	122	0.791666666666667	4	0.137719298245614	0.653947368421053
"example.metabat2.1.fasta"	16	1	17	0.133333333333333	0	0.03125	0.102083333333333
"example.metabat2.10.fasta"	108	3	111	0.9	0	0.0138888888888889	0.886111111111111
"example.metabat2.11.fasta"	113	0	113	0.941666666666667	0	0	0.941666666666667
"example.metabat2.12.fasta"	113	6	120	0.941666666666667	1	0.0307153392330383	0.910951327433628
"example.metabat2.13.fasta"	91	68	180	0.758333333333333	21	0.461126373626374	0.29720695970696
"example.metabat2.14.fasta"	85	6	96	0.708333333333333	5	0.0561274509803922	0.652205882352941
"example.metabat2.15.fasta"	92	10	103	0.766666666666667	1	0.0585144927536232	0.708152173913044
"example.metabat2.16.fasta"	115	1	116	0.958333333333333	0	0.00434782608695652	0.953985507246377
"example.metabat2.17.fasta"	76	19	98	0.633333333333333	3	0.1375	0.495833333333333
"example.metabat2.2.fasta"	97	80	190	0.808333333333333	13	0.466537800687285	0.341795532646048
"example.metabat2.20.fasta"	40	0	40	0.333333333333333	0	0	0.333333333333333
"example.metabat2.21.fasta"	8	0	8	0.0666666666666667	0	0	0.0666666666666667
"example.metabat2.22.fasta"	15	0	15	0.125	0	0	0.125
"example.metabat2.23.fasta"	17	0	17	0.141666666666667	0	0	0.141666666666667
"example.metabat2.24.fasta"	108	1	109	0.9	0	0.00462962962962963	0.89537037037037
"example.metabat2.3.fasta"	52	0	52	0.433333333333333	0	0	0.433333333333333
"example.metabat2.4.fasta"	58	4	62	0.483333333333333	0	0.0344827586206897	0.448850574712644
"example.metabat2.5.fasta"	14	0	14	0.116666666666667	0	0	0.116666666666667
"example.metabat2.6.fasta"	109	3	112	0.908333333333333	0	0.0137614678899083	0.894571865443425
"example.metabat2.8.fasta"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example.metabat2.9.fasta"	3	0	3	0.025	0	0	0.025
"example_concoct_bin_0.fasta"	8	0	8	0.0666666666666667	0	0	0.0666666666666667
"example_concoct_bin_1.fasta"	112	3	115	0.933333333333333	0	0.0133928571428571	0.919940476190476
"example_concoct_bin_13.fasta"	23	10	33	0.191666666666667	0	0.217391304347826	-0.0257246376811594
"example_concoct_bin_16.fasta"	4	0	4	0.0333333333333333	0	0	0.0333333333333333
"example_concoct_bin_19.fasta"	33	1	34	0.275	0	0.0151515151515152	0.259848484848485
"example_concoct_bin_20.fasta"	102	95	365	0.85	168	1.1656862745098	-0.315686274509804
"example_concoct_bin_21.fasta"	28	1	29	0.233333333333333	0	0.0178571428571429	0.21547619047619
"example_concoct_bin_22.fasta"	117	2	119	0.975	0	0.00854700854700855	0.966452991452991
"example_concoct_bin_24.fasta"	3	0	3	0.025	0	0	0.025
"example_concoct_bin_25.fasta"	110	3	113	0.916666666666667	0	0.0136363636363636	0.903030303030303
"example_concoct_bin_26.fasta"	24	0	24	0.2	0	0	0.2
"example_concoct_bin_28.fasta"	115	1	116	0.958333333333333	0	0.00434782608695652	0.953985507246377
"example_concoct_bin_32.fasta"	119	7	128	0.991666666666667	2	0.0377450980392157	0.953921568627451
"example_concoct_bin_37.fasta"	18	4	25	0.15	3	0.123611111111111	0.0263888888888889
"example_concoct_bin_39.fasta"	97	86	187	0.808333333333333	4	0.459965635738832	0.348367697594502
"example_concoct_bin_4.fasta"	118	0	118	0.983333333333333	0	0	0.983333333333333
"example_concoct_bin_42.fasta"	119	11	131	0.991666666666667	1	0.0503851540616247	0.941281512605042
"example_concoct_bin_45.fasta"	20	0	20	0.166666666666667	0	0	0.166666666666667
"example_concoct_bin_46.fasta"	111	1	112	0.925	0	0.0045045045045045	0.920495495495496
"example_concoct_bin_48.fasta"	23	1	24	0.191666666666667	0	0.0217391304347826	0.169927536231884
"example_concoct_bin_49.fasta"	8	0	8	0.0666666666666667	0	0	0.0666666666666667
"example_concoct_bin_5.fasta"	5	0	5	0.0416666666666667	0	0	0.0416666666666667
"example_concoct_bin_50.fasta"	80	4	84	0.666666666666667	0	0.025	0.641666666666667
"example_concoct_bin_51.fasta"	2	0	2	0.0166666666666667	0	0	0.0166666666666667
"example_vamb_bin_10348"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_10471"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_10717"	5	0	5	0.0416666666666667	0	0	0.0416666666666667
"example_vamb_bin_10875"	2	0	2	0.0166666666666667	0	0	0.0166666666666667
"example_vamb_bin_11340"	2	0	2	0.0166666666666667	0	0	0.0166666666666667
"example_vamb_bin_11978"	22	0	22	0.183333333333333	0	0	0.183333333333333
"example_vamb_bin_12142"	4	0	4	0.0333333333333333	0	0	0.0333333333333333
"example_vamb_bin_12300"	3	0	3	0.025	0	0	0.025
"example_vamb_bin_1233"	29	1	30	0.241666666666667	0	0.0172413793103448	0.224425287356322
"example_vamb_bin_12469"	4	0	4	0.0333333333333333	0	0	0.0333333333333333
"example_vamb_bin_12595"	3	0	3	0.025	0	0	0.025
"example_vamb_bin_12606"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_12732"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_12807"	6	0	6	0.05	0	0	0.05
"example_vamb_bin_131"	107	3	110	0.891666666666667	0	0.014018691588785	0.877647975077882
"example_vamb_bin_13382"	3	0	3	0.025	0	0	0.025
"example_vamb_bin_13481"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_13749"	5	0	5	0.0416666666666667	0	0	0.0416666666666667
"example_vamb_bin_139"	80	4	84	0.666666666666667	0	0.025	0.641666666666667
"example_vamb_bin_14163"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_144"	2	0	2	0.0166666666666667	0	0	0.0166666666666667
"example_vamb_bin_14948"	2	0	2	0.0166666666666667	0	0	0.0166666666666667
"example_vamb_bin_1506"	109	3	112	0.908333333333333	0	0.0137614678899083	0.894571865443425
"example_vamb_bin_15203"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_15205"	2	0	2	0.0166666666666667	0	0	0.0166666666666667
"example_vamb_bin_1529"	118	2	120	0.983333333333333	0	0.00847457627118644	0.974858757062147
"example_vamb_bin_15512"	1	1	2	0.00833333333333333	0	0.5	-0.491666666666667
"example_vamb_bin_15748"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_15821"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_16112"	4	0	4	0.0333333333333333	0	0	0.0333333333333333
"example_vamb_bin_16584"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_16659"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_16714"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_17308"	2	0	2	0.0166666666666667	0	0	0.0166666666666667
"example_vamb_bin_17534"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_17842"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_18192"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_18332"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_18411"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_18482"	12	0	12	0.1	0	0	0.1
"example_vamb_bin_18893"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_19742"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_20430"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_20989"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_23216"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_24045"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_24342"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_24508"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_24524"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_24710"	5	1	6	0.0416666666666667	0	0.1	-0.0583333333333333
"example_vamb_bin_2536"	92	3	96	0.766666666666667	1	0.0204710144927536	0.746195652173913
"example_vamb_bin_2555"	91	11	103	0.758333333333333	1	0.0646062271062271	0.693727106227106
"example_vamb_bin_26423"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_26466"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_26840"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_27643"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_28345"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_29162"	2	0	2	0.0166666666666667	0	0	0.0166666666666667
"example_vamb_bin_29714"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_29943"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_30028"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_31282"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_31614"	2	0	2	0.0166666666666667	0	0	0.0166666666666667
"example_vamb_bin_32230"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_33242"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_3327"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_33769"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_33992"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_34025"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_3444"	54	0	54	0.45	0	0	0.45
"example_vamb_bin_34603"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_34902"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_3505"	9	0	9	0.075	0	0	0.075
"example_vamb_bin_3508"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_3530"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_35539"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_3596"	2	0	2	0.0166666666666667	0	0	0.0166666666666667
"example_vamb_bin_36386"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
